lat,lon,mean_annual_rf,std_annual,cv,dry_days,heavy_days,elevation,soil_clay,soil_soc,slope,water_occurrence,water_norm,cv_norm,dry_norm,heavy_norm,slope_norm,soc_norm,clay_norm,rainfall_score,soil_score,terrain_score,permeability,permeability_norm,vegetation_proxy,scri,scri_class
23.75,91.0,37.212044,229.39044,6.164414,362.5897435897436,0.0256410256410256,8.0,328,174.0,21.200000762939453,0.0,0.0,0.9999999337393225,0.9975882203604975,0.0009115770282588863,0.010146454366710125,0.1413484971567831,0.6200378071833649,0.3004500872876441,0.23679397542072395,0.9898535456332899,0.2845167145526943,0.31553245876811453,0.09894394800974816,32.817361236724125,Poor
26.0,89.5,54.51424,336.04837,6.1644144,362.20512820512823,0.0512820512820512,33.0,300,214.0,1.2000007629394531,0.0,0.0,1.0,0.9956841838029957,0.0018231540565177727,0.0005743279501417474,0.17384240454914704,0.5671077504725898,0.30074779864214596,0.2774623425404523,0.9994256720498582,0.3292723115361049,0.3727083860563935,0.12168968318440292,34.866849520300505,Poor
24.25,91.25,48.15682,296.85858,6.1644144,362.0512820512821,0.0256410256410256,10.0,286,203.0,29.400001525878903,0.0,0.0,1.0,0.994922569179995,0.0009115770282588863,0.014071026562650803,0.16490658001624695,0.5406427221172023,0.3012497561375238,0.28268685916286723,0.9859289734373492,0.34157699873617736,0.38842780324832893,0.11543460601137286,34.954678797094346,Poor
24.25,91.5,50.707275,312.58063,6.164414,362.20512820512823,0.0512820512820512,16.0,272,210.0,86.80000305175781,0.0,0.0,0.9999999337393225,0.9956841838029957,0.0018231540565177727,0.04154303010849734,0.17059301380991063,0.5141776937618148,0.30074782514641696,0.2966847307812205,0.9584569698915026,0.3597305892668754,0.41161927967057643,0.11941510966693743,35.19768508438539,Poor
36.5,72.75,376.2579,277.84857,0.73845243,349.02564102564105,0.5897435897435898,2526.0,314,259.0,1200.800048828125,0.0,0.0,0.10118020868435963,0.9304391977659305,0.020966271649954422,0.5747104934202147,0.21039805036555645,0.5935727788279773,0.6741062757014906,0.2888097186881429,0.42528950657978526,0.3280155528494362,0.371102858521714,0.1472786352558895,36.04752309538151,Poor
19.25,75.25,630.5327,192.01431,0.30452713,306.8974358974359,0.1025641025641025,513.0,529,126.0,31.5999755859375,0.0,0.0,0.02929974771743975,0.721883726834222,0.0036463081130355493,0.015123948053453408,0.10235580828594638,1.0,0.7706210904288469,0.06141348497156783,0.9848760519465466,0.040942323314378554,0.00436262479425744,0.07164906580016246,36.04886776926621,Poor
20.5,76.0,875.72675,206.5035,0.23580813,301.0,0.5384615384615384,677.0,525,144.0,120.0,0.0,0.0,0.01791632896498221,0.6926884996191927,0.019143117593436645,0.05743275849941027,0.11697806661251015,0.9924385633270322,0.7792839832502183,0.07321141463669321,0.9425672415005897,0.051328088648784756,0.017630591341843534,0.0818846466287571,36.16814183291339,Poor
20.25,77.0,937.9161,251.9861,0.26866594,292.4102564102564,0.5128205128205128,516.0,528,112.0,41.79998779296875,0.0,0.0,0.023359280849012638,0.6501650165016502,0.018231540565177756,0.020005738368265597,0.09098294069861901,0.998109640831758,0.7901373205403466,0.0553459080864682,0.9799942616317344,0.03752739178039279,0.0,0.0636880584890333,36.19714568460438,Poor
19.5,75.5,696.90784,228.71281,0.3281823,301.0,0.1794871794871795,459.0,522,111.0,22.79998779296875,0.0,0.0,0.033218266697206206,0.6926884996191927,0.006381039197812215,0.010912218272525637,0.0901705930138099,0.9867674858223062,0.776991831676016,0.05939536147936345,0.9890877817274744,0.04400774571214023,0.008278746574227204,0.06311941510966693,36.204395097109874,Poor
11.25,76.5,1312.4012,506.04025,0.3855835,258.8205128205128,0.4102564102564102,2286.0,319,167.0,1409.0,0.0,0.0,0.04272687270855047,0.4838791571464838,0.014585232452142204,0.6743563060472423,0.1356620633631194,0.6030245746691871,0.833369934036992,0.2401874081501968,0.3256436939527577,0.29245008054373545,0.3256674494201934,0.09496344435418357,36.35729810806484,Poor
